row_number,hotel,location,city,latitude,longitude,check_in,check_out,adults,children,rooms,currency,user_country_code,booking_url,booking_price,booking_lowest_unit_value,booking_room_name,booking_source_text,booking_candidate_count,omio_url,omio_price,omio_lowest_unit_value,omio_accommodation_id,omio_provider_hotel_identifier,omio_accommodation_name,omio_room_name,omio_rate_key,cheaper_supplier,delta_omio_minus_booking,delta_omio_minus_booking_lowest_unit_value,warnings
11,ibis London City - Shoreditch,City fringe,London,51.515593,-0.072942,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/ibis-london-city.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 151.00,15100,,£151 Price £151 Includes taxes and charges,40,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=51.515593&locale=en&longitude=-0.072942&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 138.28,13828,857e7cce-da3e-4145-98d4-5469c9b847de,228571,Ibis London City - Shoreditch,Standard Twin Room,20260608|20260609|W|164|228571|TWN.ST-2|ID_B2B_69|RO|TPKGNRF|1~1~0||P@07~A-SIC~21c8a~1134404555~N~~~NRF~~9A6E2733A717487178032139664505AAUK1000093700201021c8a,Omio/HBX,GBP -12.72,-1272,
12,Point A London Liverpool Street,City & Shoreditch,London,51.521055,-0.077641,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/point-a-london-liverpool-street.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 156.60,15660,,£174 £157 Original price £174 Current price £157 £174 × 1 night £174 Bonus savings - £17.40 You’re getting a reduced rate because this property is offering a discount. Total £156.60 Includes taxes and charges 10% off 10% off You’re getting a reduced rate because this property is offering a Bonus sav,40,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=51.521055&locale=en&longitude=-0.077641&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 140.94,14094,0c772b6d-7f40-4b9c-b9d7-25bb097b8b9c,311545,Point A Liverpool Street,Inner Double Room,20260608|20260609|W|164|311545|DBL.IN|PACKAGED RO|RO||1~1~0||P@07~A-SIC~25e8c~-119671612~N~~~NRF~~FAF2ABC6455C4DB178032142732405AAUK1000093700201025e8c,Omio/HBX,GBP -15.66,-1566,
13,Point A Hotel London Paddington,Paddington,London,51.518147,-0.170726,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/point-a-hotel-london-paddington.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 134.00,13400,,£149 £134 Original price £149 Current price £134 £149 × 1 night £149 Bonus savings - £14.90 You’re getting a reduced rate because this property is offering a discount. Total £134.10 Includes taxes and charges 10% off 10% off You’re getting a reduced rate because this property is offering a Bonus sav,48,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=51.518147&locale=en&longitude=-0.170726&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 120.69,12069,040c0890-e517-4d5b-b7ae-ea5fc93c1043,314844,Point A Paddington,Inner Double Room,20260608|20260609|W|164|314844|DBL.IN|PACKAGED RO|RO||1~1~0||P@07~A-SIC~24578~1757918534~N~~~NRF~~63011D2855DE458178032145561005AAUK1000093600201024578,Omio/HBX,GBP -13.31,-1331,
14,Point A Hotel London Waterloo,Waterloo,London,51.499116,-0.112579,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/point-a-hotel-london-westminster.en-gb.html?label=gen173nr-10CAsoUEIgcG9pbnQtYS1ob3RlbC1sb25kb24td2VzdG1pbnN0ZXJIM1gEaHGIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4ArqZ9tAGwAIB0gIkZDcyMDFmYzAtY2Q3Zi00YmRjLWE5MGQtYTRlZDc1Y2Q0Zjc22AIB4AIB&sid=163c68a8268c50df2156fd3f57d02f0f&checkin=2026-06-08&checkout=2026-06-09&dist=0&group_adults=1&group_children=0&keep_landing=1&no_rooms=1&sb_price_type=total&type=total&,GBP 158.00,15800,Cosy Single Room with Window,£176 £158 Original price £176 Current price £158 £176 × 1 night £176 Bonus savings - £17.60 You’re getting a reduced rate because this property is offering a discount. Total £158.40 Includes taxes and charges 10% off 10% off You’re getting a reduced rate because this property is offering a Bonus sav,32,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=51.499116&locale=en&longitude=-0.112579&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 142.56,14256,b643791e-529f-463f-bc15-0509d93193d4,315210,Point A Waterloo,Inner Double Room,20260608|20260609|W|164|315210|DBL.IN|PACKAGED RO|RO||1~1~0||P@07~A-SIC~2388e~-1547608515~N~~~NRF~~7D6EDF1C43CD41D178032148394505AAUK100009350020102388e,Omio/HBX,GBP -15.44,-1544,
15,Novotel London Canary Wharf,Canary Wharf,London,51.501204,-0.023374,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/novotel-london-canary-wharf.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 246.00,24600,,£246 Price £246 Includes taxes and charges,56,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=51.501204&locale=en&longitude=-0.023374&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 231.24,23124,71bbe7bb-6ade-4ef0-ad65-4bb6258a95d9,521061,Novotel London Canary Wharf,Accessible Superior Room,20260608|20260609|W|164|521061|ROO.H6-SU|ID_B2B_87|RO|B2BNRFEUXX|1~1~0||N@07~A-SIC~218e7~1981768339~N~~~NRF~~35855623BAC14BC178032151485405AAUK10000937002010218e7,Omio/HBX,GBP -14.76,-1476,
16,Holiday Inn Manchester - City Centre by IHG,Piccadilly,Manchester,53.478893,-2.234214,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/holiday-inn-manchester-city-centre.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 77.00,7700,Standard Room,£77 Price £77 Includes taxes and charges,100,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=53.478893&locale=en&longitude=-2.234214&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 71.85,7185,e44e0e4d-6262-4e5c-b69c-62ae072df2e8,602035,Holiday Inn Manchester City Centre,Accessible King Size Bed Double Room,20260608|20260609|W|164|602035|DBL.H6-KG|ID_B2B_69|RO|TB2BNRF|1~1~0||N@07~A-SIC~25547~-479098568~N~~~NRF~~021707C3CF10489178032154427305AAUK0153014200161025547,Omio/HBX,GBP -5.15,-515,
17,Clayton Hotel Manchester City Centre,city centre,Manchester,53.477859,-2.239117,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/clayton-manchester-city-centre.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 90.00,9000,,£90 Price £90 Includes taxes and charges,48,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=53.477859&locale=en&longitude=-2.239117&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 84.38,8438,a80dfe27-6867-41b5-827e-b4b8793ce1b9,881926,Clayton Hotel Manchester City Centre,Deluxe Double Room,20260608|20260609|W|164|881926|DBL.DX-1|BAR OP NRFRO7D|RO||1~1~0||P@07~A-SIC~22654~871476502~N~~~NRF~~6FA86487EEC6425178032156431905AAUK0153014200161022654,Omio/HBX,GBP -5.62,-562,
18,Leonardo Royal Hotel Birmingham,city centre,Birmingham,52.476673,-1.911397,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/leonardo-royal-hotel-birmingham.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 158.00,15800,Superior Double or Twin Room,£158 Price £158 Includes taxes and charges,24,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=52.476673&locale=en&longitude=-1.911397&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 158.17,15817,ebadbb8f-185a-42b8-9622-db531f8ec45c,7518,Leonardo Royal Hotel Birmingham,Superior King Bed Double Room,20260608|20260609|W|164|7518|DBL.KG-SU|BAR RO 16 NRF|RO||1~1~0||P@07~A-SIC~2119e~1713525455~N~~~NRF~~22B7F40B1E5A432178032158383005AAUK012301180013102119e,Booking.com,+GBP 0.17,17,
19,Clayton Hotel Birmingham,Eastside,Birmingham,52.481026,-1.890458,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/clayton-hotel-birmingham.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 159.00,15900,,£159 Price £159 Includes taxes and charges,48,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=52.481026&locale=en&longitude=-1.890458&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 143.48,14348,27cef6c7-6232-459c-a938-9517d361ef0a,200896,Clayton Hotel Birmingham,Deluxe Double Room,20260608|20260609|W|164|200896|DBL.DX|BAR OP RO|RO||1~1~0||P@07~A-SIC~2308f~1051363633~N~~~NOR~~2D3F4C0A416F408178032160296605AAUK012201170013102308f,Omio/HBX,GBP -15.52,-1552,
20,ibis Styles Birmingham Centre,Jewellery Quarter,Birmingham,52.481941,-1.906528,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/ibis-styles-birmingham-centre.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,,,,,0,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=52.481941&locale=en&longitude=-1.906528&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 53.10,5310,e35f94b7-b49a-4350-a125-933d2ec1dcb4,383058,ibis Styles Birmingham Centre,Standard Double Room,20260608|20260609|W|164|383058|DBL.ST|ID_B2B_97|RO|APFLMRA3|1~1~0||N@07~A-SIC~20a35~-1651843071~N~~~NRF~~4994F36070CD47F178032162201405AAUK0124011900131020a35,n/a,,,availability_table_not_found
21,Novotel Birmingham Centre,Broad Street,Birmingham,52.476389,-1.913712,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/novotelbirminghamcentre.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,,,,,0,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=52.476389&locale=en&longitude=-1.913712&page=1&pageSize=1000&rooms=1&userCountryCode=GB,,,,,,,,n/a,,,availability_table_not_found;omio_exact_hotel_not_found
22,Novotel Leeds Centre,city centre,Leeds,53.795288,-1.552945,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/novotel-leeds-centre.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,,,,,0,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=53.795288&locale=en&longitude=-1.552945&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 91.28,9128,0153dd01-c4f8-4d3a-b0b1-084db8aa1b54,14040,Novotel Leeds Centre,Standard Double Room,20260608|20260609|W|164|14040|DBL.ST|ID_B2B_71|RO|FLEXNRF|1~1~0||N@07~A-SIC~21c5b~2118599368~N~~~NRF~~8A298B68EF8E48B178032165972005AAUK0073006700101021c5b,n/a,,,availability_table_not_found
23,ibis Styles Leeds City Centre Arena,city centre,Leeds,53.801589,-1.543234,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/ibis-styles-leeds-city-centre-arena.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 75.00,7500,Single Room,£75 Price £75 Includes taxes and charges,38,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=53.801589&locale=en&longitude=-1.543234&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 75.05,7505,e14baad3-1b02-433b-ae37-c1102d61c5c8,574391,Ibis Styles Leeds Centre Arena,King Size Bed Double Room,20260608|20260609|W|164|574391|DBL.KG|ID_B2B_97|RO|APFLMRA3|1~1~0||N@07~A-SIC~2054b~420728162~N~~~NRF~~3CCFFEC9D1BA4D7178032167853705AAUK007500690010102054b,Booking.com,+GBP 0.05,5,
24,Leonardo Hotel Leeds,Brewery Wharf,Leeds,53.793367,-1.538007,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/leonardo-hotel-leeds.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 71.00,7100,,£71 Price £71 Includes taxes and charges,40,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=53.793367&locale=en&longitude=-1.538007&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 67.54,6754,ebf9c51c-12da-4e12-bf08-90fc2a10162d,16793,Leonardo Hotel Leeds ,Standard Double Room,20260608|20260609|W|164|16793|DBL.ST|BAR NRF RO 16|RO||1~1~0||P@07~A-SIC~23643~-1388801148~N~~~NRF~~F59987E6A19241B178032169687205AAUK0073006700101023643,Omio/HBX,GBP -3.46,-346,
25,Aloft Liverpool,city centre,Liverpool,53.407533,-2.989409,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/aloft-liverpool.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,,,,,0,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=53.407533&locale=en&longitude=-2.989409&page=1&pageSize=1000&rooms=1&userCountryCode=GB,,,,,,,,n/a,,,booking_price_unavailable;omio_exact_hotel_not_found
26,ibis Styles Liverpool Centre Dale Street,city centre,Liverpool,53.408478,-2.987749,2026-06-08,2026-06-09,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/ibis-styles-liverpool-dale-st.en-gb.html?checkin=2026-06-08&checkout=2026-06-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 69.00,6900,,£69 Price £69 Includes taxes and charges,40,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=08-06-2026&checkOut=09-06-2026&children=0&currency=GBP&latitude=53.408478&locale=en&longitude=-2.987749&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 58.97,5897,a02e5169-97a5-4924-b547-515a70f621dd,383530,ibis Styles Liverpool Centre Dale Street - Cavern ,Accessible Twin Room,20260608|20260609|W|164|383530|TWN.H6|ID_B2B_87|RO|B2BNRFEUXX|1~1~0||N@07~A-SIC~2613a~1006009310~N~~~NRF~~A50CF8F9DD7D4C1178032173474505AAUK010300980015102613a,Omio/HBX,GBP -10.03,-1003,
