row_number,hotel,location,city,latitude,longitude,check_in,check_out,adults,children,rooms,currency,user_country_code,booking_url,booking_price,booking_lowest_unit_value,booking_room_name,booking_source_text,booking_candidate_count,omio_url,omio_price,omio_lowest_unit_value,omio_accommodation_id,omio_provider_hotel_identifier,omio_accommodation_name,omio_room_name,omio_rate_key,cheaper_supplier,delta_omio_minus_booking,delta_omio_minus_booking_lowest_unit_value,warnings
40,Holiday Inn Express Aberdeen City Centre by IHG,city centre,Aberdeen,57.144528,-2.110222,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/expressbyholidayinnaberdeencitycentre.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 68.00,6800,Standard Double Room with Sofa Bed and Free Hot Breakfast,£68 Price £68 Includes taxes and charges,4,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=57.144528&locale=en&longitude=-2.110222&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 68.00,6800,bdcb4caa-6189-48a3-bc74-fa062e9309f2,16604,Holiday Inn Express Aberdeen City Centre,Standard Double Room,20260601|20260602|W|163|16604|DBL.ST|ID_B2B_26|BB|IWS25|1~1~0||N@07~A-SIC~20044~-2101275123~N~~~NRF~~5038BBDAF92F4BB177969781075005AAUK0051004800111020044,Tie,GBP 0.00,0,
41,Leonardo Hotel Derby,city centre,Derby,52.926839,-1.477793,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/leonardo-hotel-derby.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 107.00,10700,,£107 Price £107 Includes taxes and charges,56,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=52.926839&locale=en&longitude=-1.477793&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 101.74,10174,0daac557-824e-4ed2-93d1-e77fbc41b8b9,113867,Leonardo Hotel Derby,Standard Double Room,20260601|20260602|W|164|113867|DBL.ST|BAR RO NRF 16|RO||1~1~0||P@07~A-SIC~24a65~321691180~N~~~NRF~~274BFE3388F74DA177969782922405AAUK0035003400091024a65,Omio/HBX,GBP -5.26,-526,
42,Holiday Inn Express Hull City Centre by IHG,city centre,Hull,53.74577,-0.346083,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/express-by-holiday-inn-hull-city-centre.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 80.00,8000,Standard Room with Free Hot Breakfast,£80 Price £80 Includes taxes and charges,16,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=53.74577&locale=en&longitude=-0.346083&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 80.00,8000,41146623-7850-469f-8bfb-940358e82e1a,100036,Holiday Inn Express Hull City Centre,Standard Single Room,20260601|20260602|W|164|100036|SGL.ST|ID_B2B_44|BB|B2CNRFXXXX|1~1~0||N@07~A-SIC~20050~1620250919~N~~~NRF~~FE5BBCBE90EC4B0177969784678805AAUK0019001800071020050,Tie,GBP 0.00,0,
43,Moxy Milton Keynes,business district,Milton Keynes,52.037676,-0.761911,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/moxy-milton-keynes-milton-keynes2.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 85.00,8500,,£85 Price £85 Includes taxes and charges,32,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=52.037676&locale=en&longitude=-0.761911&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 89.68,8968,36a9aae0-da78-43fa-a2ab-f8ef8763b466,937637,Moxy Milton Keynes,Non Smoking Twin Room,20260601|20260602|W|164|937637|TWN.NM|ID_B2B_44|CB|B2CNRFXXXX|1~1~0||N@07~A-SIC~24459~-1993890164~N~~~NRF~~38CE4219E2E2496177969786423805AAUK0032003100111024459,Booking.com,+GBP 4.68,468,
44,Novotel Reading Centre,city centre,Reading,51.456873,-0.972652,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/novotelreadingcentre.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 131.00,13100,,£131 Price £131 Includes taxes and charges,40,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=51.456873&locale=en&longitude=-0.972652&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 121.17,12117,18cdccf7-9fd0-4321-8e99-3ad7fd7c4dbf,100014,Novotel Reading Centre,Standard Twin Room,20260601|20260602|W|164|100014|TWN.ST|ID_B2B_97|BB|APFLPRFL|1~1~0||N@07~A-SIC~21179~-848411120~N~~~NRF~~D0830FBCA7FC4D8177969788199405AAUK0056005400081021179,Omio/HBX,GBP -9.83,-983,
45,Courtyard by Marriott Oxford City Centre,city centre,Oxford,51.751413,-1.26415,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/courtyard-by-marriott-oxford-city-centre.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 368.00,36800,,£368 Price £368 Includes taxes and charges,8,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=51.751413&locale=en&longitude=-1.26415&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 389.71,38971,7beaecde-e712-4b93-a2df-033e8c48490d,822475,Courtyard By Marriott Oxford City Centre,King Size Bed Double Room,20260601|20260602|W|164|822475|DBL.KG|ID_B2B_44|RO|B2CNRFXXXX|1~1~0||N@07~A-SIC~247185~-923328927~N~~~NRF~~1EC17454A7304FB177969790016705AAUK00680068001110247185,Booking.com,+GBP 21.71,2171,
46,Leonardo Hotel Southampton,city centre,Southampton,50.910727,-1.401253,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/leonardo-hotel-southampton.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 69.00,6900,Standard Twin Room,£69 Price £69 Includes taxes and charges,80,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=50.910727&locale=en&longitude=-1.401253&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 63.95,6395,7c6d1c7d-bdd3-441a-a018-63290de30cfc,24018,Leonardo Hotel Southampton ,Standard Twin Room,20260601|20260602|W|164|24018|TWN.ST-3|BAR NRF OP RO|RO||1~1~0||P@07~A-SIC~25f3f~-2135735425~N~~~NRF~~91481CF20D1F42F177969791927705AAUK0063006200101025f3f,Omio/HBX,GBP -5.05,-505,
47,Leonardo Hotel Exeter,city centre,Exeter,50.725773,-3.521616,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/leonardo-hotel-exeter.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 97.00,9700,,£97 Price £97 Includes taxes and charges,50,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=50.725773&locale=en&longitude=-3.521616&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 92.34,9234,25b384af-7011-4fbe-8af2-4212d5accd65,113865,Leonardo Hotel Exeter ,Standard Single Room,20260601|20260602|W|164|113865|SGL.ST|BAR RO NRF 16|RO||1~1~0||P@07~A-SIC~2225c~386566192~N~~~NRF~~6FA432F8FF63456177969793770005AAUK002800280009102225c,Omio/HBX,GBP -4.66,-466,
48,Leonardo Hotel Nottingham,railway station,Nottingham,52.948456,-1.140703,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/leonardo-hotel-nottingham.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 77.00,7700,,£77 Price £77 Includes taxes and charges,30,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=52.948456&locale=en&longitude=-1.140703&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 71.42,7142,fbbf7cc0-81f9-44e3-a820-26c057b61d5e,37209,Leonardo Hotel Nottingham ,Superior Triple Room,20260601|20260602|W|164|37209|TPL.SU-1|BAR NRF RO 16|RO||1~1~0||P@07~A-SIC~22a47~-1797093924~N~~~NRF~~48A5625CAEA2443177969795581205AAUK0042004000091022a47,Omio/HBX,GBP -5.58,-558,
49,Holiday Inn Express Swindon City Centre by IHG,city centre,Swindon,51.562905,-1.787875,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/express-by-holiday-inn-swindon-city-centre.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 54.00,5400,Standard King Room with Free Hot Breakfast,£54 Price £54 Includes taxes and charges,30,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=51.562905&locale=en&longitude=-1.787875&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 54.00,5400,7b101c23-3751-4c4f-a4de-1c9182a1a9f2,36998,Holiday Inn Express Swindon City Centre,Standard Room,20260601|20260602|W|164|36998|ROO.ST|ID_B2B_26|BB|IWS25|1~1~0||N@07~A-SIC~20036~-928169601~N~~~NRF~~67CA4303DAA948D177969797393005AAUK0026002500061020036,Tie,GBP 0.00,0,
50,Leonardo Hotel Sheffield,city centre,Sheffield,53.376611,-1.469809,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/leonardo-hotel-sheffield.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 67.00,6700,,£67 Price £67 Includes taxes and charges,72,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=53.376611&locale=en&longitude=-1.469809&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 63.27,6327,3b9aa708-e3af-4162-974b-6da39d5b417d,106970,Leonardo Hotel Sheffield ,Standard Single Room,20260601|20260602|W|164|106970|SGL.ST|BAR RO NRF 16|RO||1~1~0||P@07~A-SIC~21b3f~1379099485~N~~~NRF~~A6F1F545CBC1457177969799214405AAUK0047004500091021b3f,Omio/HBX,GBP -3.73,-373,
51,Maldron Hotel Brighton City Centre,city centre,Brighton,50.822508,-0.147613,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/maldron-brighton.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 96.90,9690,,£114 £97 Original price £114 Current price £97 £114 × 1 night £114 Getaway Deal - £17.10 This property is offering a discount on stays between 26 Mar–30 Sept 2026. Total £96.90 Includes taxes and charges 15% off 15% off You’re getting a reduced rate because this property is offering a Getaway Deal. ,36,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=50.822508&locale=en&longitude=-0.147613&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 89.26,8926,8eb9f1ec-3fcf-4181-bdbe-75c37add8faf,1023821,Maldron Hotel Brighton City Centre,Deluxe Double Room,20260601|20260602|W|164|1023821|DBL.DX|BAR OP RO|RO||1~1~0||P@07~A-SIC~21a59~-298597788~N~~~NOR~~09C86F11DD1B447177969801085505AAUK0047004500111021a59,Omio/HBX,GBP -7.64,-764,
52,Courtyard by Marriott Luton Airport,airport,Luton,51.874568,-0.384426,2026-06-01,2026-06-02,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/courtyard-by-marriott-luton-airport.en-gb.html?checkin=2026-06-01&checkout=2026-06-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 123.00,12300,,£123 Price £123 Includes taxes and charges,40,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=01-06-2026&checkOut=02-06-2026&children=0&currency=GBP&latitude=51.874568&locale=en&longitude=-0.384426&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 129.92,12992,c447345e-bfeb-4b47-95ef-be8b1fe2a01c,649186,Courtyard Luton Airport,King Size Bed Double Room,20260601|20260602|W|164|649186|DBL.KG|ID_B2B_44|RO|B2CNRFXXXX|1~1~0||N@07~A-SIC~25c81~1074564647~N~~~NRF~~5D347B925509469177969802903305AAUK0041003900121025c81,Booking.com,+GBP 6.92,692,
