row_number,hotel,location,city,latitude,longitude,check_in,check_out,adults,children,rooms,currency,user_country_code,booking_url,booking_price,booking_lowest_unit_value,booking_room_name,booking_source_text,booking_candidate_count,omio_url,omio_price,omio_lowest_unit_value,omio_accommodation_id,omio_provider_hotel_identifier,omio_accommodation_name,omio_room_name,omio_rate_key,cheaper_supplier,delta_omio_minus_booking,delta_omio_minus_booking_lowest_unit_value,warnings
16,Holiday Inn Manchester - City Centre by IHG,Piccadilly,Manchester,53.478893,-2.234214,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/holiday-inn-manchester-city-centre.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 93.00,9300,Standard Room,£93 Price £93 Includes taxes and charges,106,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=602035,GBP 93.41,9341,30f30a5b-bd59-4771-a31f-5e6971abc098,602035,Holiday Inn Manchester - City Centre by IHG,King Size Bed Double Room,20260706|20260707|W|164|602035|DBL.KG-2|ID_B2B_26|RO|IDS15|1~1~0||N@07~A-SIC~2295d~-1896578306~N~~~NRF~~E06C0F6EA1D8494178274199859605AAUK000100010003052295d,Booking.com,+GBP 0.41,41,
17,Clayton Hotel Manchester City Centre,city centre,Manchester,53.477859,-2.239117,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/clayton-manchester-city-centre.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 103.60,10360,,£129 £104 Original price £129 Current price £104 £129.20 × 1 night £129.20 Getaway Deal - £25.60 This property is offering a discount on select stays between 26 Mar–30 Sept 2026. Total £103.60 Includes taxes and charges 20% off 20% off You’re getting a reduced rate because this property is offering ,50,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=881926,GBP 102.40,10240,51b4273f-9830-4223-bea4-ea2e95c32b4a,881926,Clayton Hotel Manchester City Centre,Deluxe Double Room,20260706|20260707|W|164|881926|DBL.DX|SALE RO AP|RO||1~1~0||N@07~A-SIC~22866~-1124093632~N~~~NRF~~DCADEEB7CE20424178274201633605AAUK0001000100010522866,Omio/HBX,GBP -1.20,-120,
18,Leonardo Royal Hotel Birmingham,city centre,Birmingham,52.476673,-1.911397,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/leonardo-royal-hotel-birmingham.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 80.00,8000,,£80 Price £80 Includes taxes and charges,32,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=7518,GBP 76.09,7609,29cf2d17-5392-41cb-a23f-406b255b61c9,7518,Leonardo Royal Hotel Birmingham,Superior Double Room,20260706|20260707|W|164|7518|DBL.SU-2|BAR RO 16 NRF|RO||1~1~0||P@07~A-SIC~2094c~-1122447883~N~~~NRF~~16590B5C1E18491178274203367305AAUK000100010002052094c,Omio/HBX,GBP -3.91,-391,
19,Clayton Hotel Birmingham,Eastside,Birmingham,52.481026,-1.890458,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/clayton-hotel-birmingham.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 87.00,8700,,£109 £87 Original price £109 Current price £87 £109 × 1 night £109 Getaway Deal - £21.80 This property is offering a discount on select stays between 26 Mar–30 Sept 2026. Total £87.20 Includes taxes and charges 20% off 20% off You’re getting a reduced rate because this property is offering a Getaway,60,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=200896,GBP 87.20,8720,39d6d9d5-ab6e-4e88-8b98-026b961b065f,200896,Clayton Hotel Birmingham,Deluxe Double Room,20260706|20260707|W|164|200896|DBL.DX|SALE RO AP|RO||1~1~0||N@07~A-SIC~21457~-1696860501~N~~~NRF~~8F709A1D508E40C178274205200605AAUK0001000100010521457,Booking.com,+GBP 0.20,20,
20,ibis Styles Birmingham Centre,Jewellery Quarter,Birmingham,52.481941,-1.906528,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/ibis-styles-birmingham-centre.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,,,,,0,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=383058,GBP 62.10,6210,3e99aa69-752d-4f81-9ae5-91f0749993e2,383058,ibis Styles Birmingham Centre,Standard Double Room,20260706|20260707|W|164|383058|DBL.ST|ID_B2B_97|RO|APFLMRA3|1~1~0||N@07~A-SIC~20a3e~833074462~N~~~NRF~~8EC095037FC5489178274206958205AAUK0001000100020520a3e,n/a,,,availability_table_not_found
21,Novotel Birmingham Centre,Broad Street,Birmingham,52.476389,-1.913712,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/novotelbirminghamcentre.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,,,,,0,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=7516,GBP 73.42,7342,91818509-6a11-415b-a88f-e49a29c09fc9,7516,Novotel Birmingham Centre,Standard Double Room,20260706|20260707|W|164|7516|DBL.ST|ID_B2B_71|RO|B2BNRF|1~1~0||N@07~A-SIC~22a49~1375690587~N~~~NRF~~1720E31CD9D043E178274208713905AAUK0001000100030522a49,n/a,,,availability_table_not_found
22,Novotel Leeds Centre,city centre,Leeds,53.795288,-1.552945,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/novotel-leeds-centre.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,,,,,0,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=14040,GBP 131.63,13163,43fcde96-cb33-4193-8686-0a534db1ef79,14040,Novotel Leeds Centre,Standard Double Room,20260706|20260707|W|164|14040|DBL.ST|ID_B2B_71|RO|B2BNRF|1~1~0||N@07~A-SIC~23f83~438656311~N~~~NRF~~E498BA07983C473178274210484805AAUK0001000100040523f83,n/a,,,availability_table_not_found
23,ibis Styles Leeds City Centre Arena,city centre,Leeds,53.801589,-1.543234,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/ibis-styles-leeds-city-centre-arena.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 146.00,14600,,£146 Price £146 Includes taxes and charges,10,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=574391,GBP 146.00,14600,7c5f0cfe-b337-4ddf-8c6b-6fc2731433e0,574391,ibis Styles Leeds City Centre Arena,King Size Bed Double Room,20260706|20260707|W|164|574391|DBL.KG|ID_B2B_97|RO|APFLMRA3|1~1~0||N@07~A-SIC~20092~-1205207465~N~~~NRF~~A3DC5BDE90BB4BB178274212207105AAUK0001000100020520092,Tie,GBP 0.00,0,
24,Leonardo Hotel Leeds,Brewery Wharf,Leeds,53.793367,-1.538007,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/leonardo-hotel-leeds.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 149.00,14900,,£149 Price £149 Includes taxes and charges,40,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=16793,GBP 141.93,14193,6075ad7c-1c2c-4b38-b260-7bd50a1dc0a1,16793,Leonardo Hotel Leeds,Standard Double Room,20260706|20260707|W|164|16793|DBL.ST|BAR NRF RO 16|RO||1~1~0||P@07~A-SIC~25d8d~-1361256244~N~~~NRF~~BFBD6FBD015C4A6178274213943705AAUK0001000100010525d8d,Omio/HBX,GBP -7.07,-707,
25,Aloft Liverpool,city centre,Liverpool,53.407533,-2.989409,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/aloft-liverpool.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 101.00,10100,,£101 Price £101 Includes taxes and charges,12,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=387386,GBP 75.36,7536,1dd48baf-2678-4738-862b-a3e5918d151a,387386,Aloft Liverpool,Standard Twin Room,20260706|20260707|W|164|387386|TWN.ST-1|ID_B2B_44|RO|B2CNRFXXXX|1~1~0||N@07~A-SIC~2244b~753488075~N~~~NRF~~C263ECE0CEB343C178274215639505AAUK000100010001052244b,Omio/HBX,GBP -25.64,-2564,
26,ibis Styles Liverpool Centre Dale Street,city centre,Liverpool,53.408478,-2.987749,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/ibis-styles-liverpool-dale-st.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 65.00,6500,,£65 Price £65 Includes taxes and charges,30,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=383530,GBP 62.56,6256,6225de8a-8a2e-4dd4-aaa6-27f97264f3aa,383530,ibis Styles Liverpool Centre Dale Street,Standard Double Room,20260706|20260707|W|164|383530|DBL.ST|ID_B2B_97|RO|APFLMRA3|1~1~0||N@07~A-SIC~2383e~-742919297~N~~~NRF~~2858318B9B994D2178274217391605AAUK000100010002052383e,Omio/HBX,GBP -2.44,-244,
27,Leonardo Royal Hotel Glasgow,Central Station,Glasgow,55.85685,-4.257751,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/leonardo-hotel-glasgow.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 117.00,11700,,£117 Price £117 Includes taxes and charges,42,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=7536,GBP 111.15,11115,b3cb584c-7b70-4dac-a1f1-2d107d130328,7536,Leonardo Royal Hotel Glasgow,Superior with Double Bed Double Room,20260706|20260707|W|163|7536|DBL.DB-SU|BAR RO NRF 16|RO||1~1~0||P@07~A-SIC~20f6f~-2135004603~N~~~NRF~~88ECECCD1E3C425178274219185905AAUK0001000100020520f6f,Omio/HBX,GBP -5.85,-585,
28,Moxy Glasgow SEC,Scottish Event Campus,Glasgow,55.859734,-4.281577,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/moxy-glasgow-sec.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 80.00,8000,,£80 Price £80 Includes taxes and charges,24,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=931557,GBP 80.00,8000,35e5172e-970a-4994-8d9c-87f95cbe1636,931557,Moxy Glasgow SEC,Standard Twin Room,20260706|20260707|W|163|931557|TWN.ST|ID_B2B_44|RO|B2CNRFXXXX|1~1~0||N@07~A-SIC~20050~-665133279~N~~~NRF~~662B2E94B0B743D178274220899905AAUK0001000100010520050,Tie,GBP 0.00,0,
29,ibis Styles Glasgow Centre George Square,city centre,Glasgow,55.859383,-4.250741,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/ibis-styles-glasgow-centre-george-square.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 79.00,7900,,£79 Price £79 Includes taxes and charges,16,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=602032,GBP 88.00,8800,c527615e-11b5-4c73-a916-f1ee6a6315db,602032,ibis Styles Glasgow Centre George Square,Standard Double Room,20260706|20260707|W|163|602032|DBL.ST-1|ID_B2B_44|RO|B2CNRFXXXX|1~1~0||N@07~A-SIC~20058~18169964~N~~~NRF~~F68829AE15C144C178274222612505AAUK0001000100030520058,Booking.com,+GBP 9.00,900,
30,Moxy Bristol,Cabot Circus,Bristol,51.460492,-2.582926,2026-07-06,2026-07-07,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/moxy-bristol.en-gb.html?checkin=2026-07-06&checkout=2026-07-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 98.00,9800,,£98 Price £98 Includes taxes and charges,36,https://www.omio.com/accommodations-service/accommodations/availability?hotelId=989159,GBP 98.07,9807,b5d36d67-41f5-46ce-8828-288e3e1e2f29,989159,Moxy Bristol,Queen Size Bed Double Room,20260706|20260707|W|164|989159|DBL.QN|ID_B2B_44|RO|B2CNRFXXXX|1~1~0||N@07~A-SIC~20762~241708318~N~~~NRF~~D9548BFF0B054FA178274224333805AAUK0001000100010520762,Booking.com,+GBP 0.07,7,
