row_number,hotel,location,city,latitude,longitude,check_in,check_out,adults,children,rooms,currency,user_country_code,booking_url,booking_price,booking_lowest_unit_value,booking_room_name,booking_source_text,booking_candidate_count,omio_url,omio_price,omio_lowest_unit_value,omio_accommodation_id,omio_provider_hotel_identifier,omio_accommodation_name,omio_room_name,omio_rate_key,cheaper_supplier,delta_omio_minus_booking,delta_omio_minus_booking_lowest_unit_value,warnings
11,ibis London City - Shoreditch,City fringe,London,51.515593,-0.072942,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/ibis-london-city.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 149.00,14900,,£149 Price £149 Includes taxes and charges,40,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=51.515593&locale=en&longitude=-0.072942&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 143.44,14344,a8e8b422-ec8c-4fc2-b85d-a072969a25d4,228571,Ibis London City - Shoreditch,Standard Double Room,20260525|20260526|W|164|228571|DBL.ST|ID_B2B_64|RO|DB2BNRF|1~1~0||N@07~A-SIC~22c8f~-660515683~N~~~NRF~~7D52A213F3DD409177909154576205AAUK1000093200191022c8f,Omio/HBX,GBP -5.56,-556,
12,Point A London Liverpool Street,City & Shoreditch,London,51.521055,-0.077641,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/point-a-london-liverpool-street.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 81.00,8100,,£90 £81 Original price £90 Current price £81 £90 × 1 night £90 Bonus savings - £9 You’re getting a reduced rate because this property is offering a discount. Total £81 Includes taxes and charges 10% off 10% off You’re getting a reduced rate because this property is offering a Bonus savings.,60,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=51.521055&locale=en&longitude=-0.077641&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 72.90,7290,6a79ff57-68e3-4d0c-86c0-78d8181e5e09,311545,Point A Liverpool Street,Inner Double Room,20260525|20260526|W|164|311545|DBL.IN|PACKAGED RO|RO||1~1~0||P@07~A-SIC~25a48~-1434932865~N~~~NRF~~6BB349200F1046C177909157347205AAUK1000093200191025a48,Omio/HBX,GBP -8.10,-810,
13,Point A Hotel London Paddington,Paddington,London,51.518147,-0.170726,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/point-a-hotel-london-paddington.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 114.00,11400,,£127 £114 Original price £127 Current price £114 £127 × 1 night £127 Bonus savings - £12.70 You’re getting a reduced rate because this property is offering a discount. Total £114.30 Includes taxes and charges 10% off 10% off You’re getting a reduced rate because this property is offering a Bonus sav,16,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=51.518147&locale=en&longitude=-0.170726&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 102.87,10287,a5530779-ccab-4ac4-a77e-08bea01e6a41,314844,Point A Paddington,Standard Double Room,20260525|20260526|W|164|314844|DBL.ST|PACKAGED RO|RO||1~1~0||P@07~A-SIC~25766~-963100080~N~~~NRF~~4E82B06FABE64AC177909160231205AAUK1000093300191025766,Omio/HBX,GBP -11.13,-1113,
14,Point A Hotel London Waterloo,Waterloo,London,51.499116,-0.112579,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/point-a-hotel-london-westminster.en-gb.html?label=gen173nr-10CAsoUEIgcG9pbnQtYS1ob3RlbC1sb25kb24td2VzdG1pbnN0ZXJIM1gEaHGIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4ApyRq9AGwAIB0gIkYjliNGRjMzQtMDY1Ny00OTAxLWI5N2MtNjExZTRlNzY1YWQ42AIB4AIB&sid=0a9cd1e05c5e473027d3badd4e3b06e6&checkin=2026-05-25&checkout=2026-05-26&dist=0&group_adults=1&group_children=0&keep_landing=1&no_rooms=1&sb_price_type=total&type=total&,GBP 90.00,9000,Cosy Single Room with Window,£100 £90 Original price £100 Current price £90 £100 × 1 night £100 Bonus savings - £10 You’re getting a reduced rate because this property is offering a discount. Total £90 Includes taxes and charges 10% off 10% off You’re getting a reduced rate because this property is offering a Bonus savings.,32,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=51.499116&locale=en&longitude=-0.112579&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 81.00,8100,c37da9a8-7b21-4ca0-b9b4-8f878d7ec778,315210,Point A Waterloo,Inner Double Room,20260525|20260526|W|164|315210|DBL.IN|PACKAGED RO|RO||1~1~0||P@07~A-SIC~20051~-2025529328~N~~~NRF~~0F74BB4787E34BE177909162942305AAUK1000093000191020051,Omio/HBX,GBP -9.00,-900,
15,Novotel London Canary Wharf,Canary Wharf,London,51.501204,-0.023374,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/novotel-london-canary-wharf.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 131.00,13100,,£131 Price £131 Includes taxes and charges,64,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=51.501204&locale=en&longitude=-0.023374&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 124.03,12403,ebcae98e-e9b6-4d4d-ae4c-e4b5639ed891,521061,Novotel London Canary Wharf,Superior Single Room,20260525|20260526|W|164|521061|SGL.SU-6|ID_B2B_87|RO|B2BNRFEUXX|1~1~0||N@07~A-SIC~2037c~2037713149~N~~~NRF~~0944912EA120477177909165721605AAUK100009320019102037c,Omio/HBX,GBP -6.97,-697,
16,Holiday Inn Manchester - City Centre by IHG,Piccadilly,Manchester,53.478893,-2.234214,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/holiday-inn-manchester-city-centre.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 72.00,7200,Standard Room,£72 Price £72 Includes taxes and charges,100,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=53.478893&locale=en&longitude=-2.234214&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 69.37,6937,34cb9b2a-ac5b-4d37-9fad-d699e523cb53,602035,Holiday Inn Manchester City Centre,Accessible King Size Bed Double Room,20260525|20260526|W|164|602035|DBL.H6-KG|ID_B2B_64|RO|DB2BNRF|1~1~0||N@07~A-SIC~22545~1889105116~N~~~NRF~~C4B4DEC691C8415177909168904105AAUK0149013500151022545,Omio/HBX,GBP -2.63,-263,
17,Clayton Hotel Manchester City Centre,city centre,Manchester,53.477859,-2.239117,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/clayton-manchester-city-centre.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 84.00,8400,,£84 Price £84 Includes taxes and charges,48,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=53.477859&locale=en&longitude=-2.239117&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 78.69,7869,829e47b1-fa41-48d3-a6fd-13a273ff1473,881926,Clayton Hotel Manchester City Centre,Deluxe Double Room,20260525|20260526|W|164|881926|DBL.DX|BAR OP NRFRO7D|RO||1~1~0||P@07~A-SIC~2454e~-963528590~N~~~NRF~~929AE9D629D5418177909170914705AAUK014901350015102454e,Omio/HBX,GBP -5.31,-531,
18,Leonardo Royal Hotel Birmingham,city centre,Birmingham,52.476673,-1.911397,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/leonardo-royal-hotel-birmingham.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 77.00,7700,,£77 Price £77 Includes taxes and charges,32,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=52.476673&locale=en&longitude=-1.911397&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 72.67,7267,a48417fd-b037-4a9a-81ab-5e4824fe602c,7518,Leonardo Royal Hotel Birmingham,Superior Double Room,20260525|20260526|W|164|7518|DBL.SU-2|BAR RO 16 NRF|RO||1~1~0||P@07~A-SIC~24348~1137912875~N~~~NRF~~957CDEB70453444177909172862705AAUK0125011900131024348,Omio/HBX,GBP -4.33,-433,
19,Clayton Hotel Birmingham,Eastside,Birmingham,52.481026,-1.890458,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/clayton-hotel-birmingham.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 85.00,8500,,£85 Price £85 Includes taxes and charges,48,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=52.481026&locale=en&longitude=-1.890458&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 76.19,7619,9d980603-25a5-4c7e-a5d0-5e661d0dfbe8,200896,Clayton Hotel Birmingham,Deluxe Double Room,20260525|20260526|W|164|200896|DBL.DX|BAR NRF OP RO|RO||1~1~0||P@07~A-SIC~2134c~1196502680~N~~~NRF~~13C727D681C0482177909174812505AAUK012401180013102134c,Omio/HBX,GBP -8.81,-881,
20,ibis Styles Birmingham Centre,Jewellery Quarter,Birmingham,52.481941,-1.906528,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/ibis-styles-birmingham-centre.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,,,,,0,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=52.481941&locale=en&longitude=-1.906528&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 56.70,5670,97ad4c0f-bd25-48e0-96e8-13038be371a6,383058,ibis Styles Birmingham Centre,Standard Double Room,20260525|20260526|W|164|383058|DBL.ST|ID_B2B_97|RO|APFLMRA3|1~1~0||N@07~A-SIC~24638~-1097601321~N~~~NRF~~77ACE936AB1B49D177909176725805AAUK0126012000131024638,n/a,,,availability_table_not_found
21,Novotel Birmingham Centre,Broad Street,Birmingham,52.476389,-1.913712,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/novotelbirminghamcentre.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,,,,,0,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=52.476389&locale=en&longitude=-1.913712&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 63.98,6398,da439194-3cf4-4b60-b8d3-5b2ee0346995,7516,Novotel Birmingham Centre,Standard Double Room,20260525|20260526|W|164|7516|DBL.ST|ID_B2B_71|RO|FLEXNRF|1~1~0||N@07~A-SIC~2623f~1678050459~N~~~NRF~~58D573ADE315479177909178623805AAUK012501190013102623f,n/a,,,availability_table_not_found
22,Novotel Leeds Centre,city centre,Leeds,53.795288,-1.552945,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/novotel-leeds-centre.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,,,,,0,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=53.795288&locale=en&longitude=-1.552945&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 77.85,7785,6e0fa96e-2b83-4865-8a72-25246d00590b,14040,Novotel Leeds Centre,Standard Double Room,20260525|20260526|W|164|14040|DBL.ST|ID_B2B_71|RO|FLEXNRF|1~1~0||N@07~A-SIC~2554d~1781920641~N~~~NRF~~47E5E31D6523480177909180538905AAUK007600690010102554d,n/a,,,availability_table_not_found
23,ibis Styles Leeds City Centre Arena,city centre,Leeds,53.801589,-1.543234,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/ibis-styles-leeds-city-centre-arena.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 56.00,5600,Single Room,£56 Price £56 Includes taxes and charges,38,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=53.801589&locale=en&longitude=-1.543234&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 56.05,5605,f332e41b-1384-4f87-9e0c-e4dac20f049a,574391,Ibis Styles Leeds Centre Arena,King Size Bed Double Room,20260525|20260526|W|164|574391|DBL.KG|ID_B2B_97|RO|APFLMRA3|1~1~0||N@07~A-SIC~20538~12583122~N~~~NRF~~6777B620EFB44AA177909182405405AAUK0078007100101020538,Booking.com,+GBP 0.05,5,
24,Leonardo Hotel Leeds,Brewery Wharf,Leeds,53.793367,-1.538007,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/leonardo-hotel-leeds.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 71.00,7100,,£71 Price £71 Includes taxes and charges,40,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=53.793367&locale=en&longitude=-1.538007&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 67.54,6754,37416772-266c-41a2-8791-c2dcfe1c6ddb,16793,Leonardo Hotel Leeds ,Standard Double Room,20260525|20260526|W|164|16793|DBL.ST|BAR NRF RO 16|RO||1~1~0||P@07~A-SIC~23643~139244967~N~~~NRF~~0BF9DB31799C495177909184318005AAUK0076006900101023643,Omio/HBX,GBP -3.46,-346,
25,Aloft Liverpool,city centre,Liverpool,53.407533,-2.989409,2026-05-25,2026-05-26,1,0,1,GBP,GB,https://www.booking.com/hotel/gb/aloft-liverpool.en-gb.html?checkin=2026-05-25&checkout=2026-05-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=GBP,GBP 61.00,6100,"Aloft King Room, Guest room, 1 King",£61 Price £61 Includes taxes and charges,44,https://www.omio.com/accommodations-service/accommodations/search/stream?adults=1&checkIn=25-05-2026&checkOut=26-05-2026&children=0&currency=GBP&latitude=53.407533&locale=en&longitude=-2.989409&page=1&pageSize=1000&rooms=1&userCountryCode=GB,GBP 62.02,6202,d2d8200f-6738-4121-b26b-4f9e71473d01,387386,Aloft Liverpool,King Size Bed Double Room,20260525|20260526|W|164|387386|DBL.KG-1|ID_B2B_44|RO|B2CNRFXXXX|1~1~0||N@07~A-SIC~2023e~-1616948991~N~~~NRF~~9B2FFEC1E950430177909186179605AAUK010100940014102023e,Booking.com,+GBP 1.02,102,
